GENE PRODUCT DB	GENE PRODUCT ID	SYMBOL	QUALIFIER	GO TERM	GO NAME	ECO ID	GO EVIDENCE CODE	REFERENCE	WITH/FROM	TAXON ID	ASSIGNED BY	ANNOTATION EXTENSION	GO ASPECT
UniProtKB	A0A024R240	GNAQ	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000654|InterPro:IPR001019	9606	InterPro		P
UniProtKB	A0A024R240	GNAQ	involved_in	GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q5F3B5	9606	AgBase	occurs_in(CL:0000652)	P
UniProtKB	A0A024R240	GNAQ	involved_in	GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	ECO:0000250	ISS	GO_REF:0000024	UniProtKB:Q71RI7	9606	AgBase	occurs_in(CL:0000652)	P
UniProtKB	A0A024R2N2	VIPR1	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR001879|InterPro:IPR017983|InterPro:IPR036445	9606	InterPro		F
UniProtKB	A0A024R2N2	VIPR1	enables	GO:0004999	vasoactive intestinal polypeptide receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001571|InterPro:IPR001771	9606	InterPro		F
UniProtKB	A0A024R2N2	VIPR1	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR001571|InterPro:IPR001771|InterPro:IPR017983	9606	InterPro		P
UniProtKB	A0A024R2N2	VIPR1	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R2N2	VIPR1	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R2Q0	CCR2	enables	GO:0004950	chemokine receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000355	9606	InterPro		F
UniProtKB	A0A024R2Q0	CCR2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R2Q0	CCR2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR000355|InterPro:IPR002237	9606	InterPro		P
UniProtKB	A0A024R2Q0	CCR2	enables	GO:0016493	C-C chemokine receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR002237	9606	InterPro		F
UniProtKB	A0A024R2Q0	CCR2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R2Q0	CCR2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R3C5	DRD2	involved_in	GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001922	9606	InterPro		P
UniProtKB	A0A024R3C5	DRD2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R3C5	DRD2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		P
UniProtKB	A0A024R3C5	DRD2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R3C5	DRD2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R3C5	DRD2	involved_in	GO:0060158	phospholipase C-activating dopamine receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61168|ensembl:ENSMUSP00000075170	9606	Ensembl		P
UniProtKB	A0A024R3C5	DRD2	involved_in	GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61168|ensembl:ENSMUSP00000075170	9606	Ensembl		P
UniProtKB	A0A024R3C5	DRD2	involved_in	GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61169|ensembl:ENSRNOP00000043759	9606	Ensembl		P
UniProtKB	A0A024R3C5	DRD2	involved_in	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61169|ensembl:ENSRNOP00000043759	9606	Ensembl		P
UniProtKB	A0A024R3C5	DRD2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61168|ensembl:ENSMUSP00000075170	9606	Ensembl		P
UniProtKB	A0A024R3C5	DRD2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P61168|ensembl:ENSMUSP00000075170	9606	Ensembl		F
UniProtKB	A0A024R3I6	DRD2	involved_in	GO:0007195	adenylate cyclase-inhibiting dopamine receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001922	9606	InterPro		P
UniProtKB	A0A024R3I6	DRD2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R3I6	DRD2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		P
UniProtKB	A0A024R3I6	DRD2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R3I6	DRD2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R3W1	CHRM3	enables	GO:0016907	G protein-coupled acetylcholine receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000995|InterPro:IPR001183	9606	InterPro		F
UniProtKB	A0A024R3W1	CHRM3	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R3W1	CHRM3	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR000995|InterPro:IPR001183	9606	InterPro		P
UniProtKB	A0A024R3W1	CHRM3	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R3W1	CHRM3	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R3W1	CHRM3	enables	GO:0016907	G protein-coupled acetylcholine receptor activity	ECO:0000256	IEA	GO_REF:0000104	UniRule:UR000065678	9606	UniProt		F
UniProtKB	A0A024R3W1	CHRM3	involved_in	GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	ECO:0000366	IEA	GO_REF:0000108	GO:0016907	9606	GOC		P
UniProtKB	A0A024R3W1	CHRM3	involved_in	GO:0007213	G protein-coupled acetylcholine receptor signaling pathway	ECO:0000366	IEA	GO_REF:0000108	GO:0016907	9606	GOC		P
UniProtKB	A0A024R495	DGKD	involved_in	GO:0007205	protein kinase C-activating G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000756	9606	InterPro		P
UniProtKB	A0A024R4J1	FPR1	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R4J1	FPR1	enables	GO:0004982	N-formyl peptide receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027345	9606	InterPro		F
UniProtKB	A0A024R4J1	FPR1	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR000826|InterPro:IPR027345	9606	InterPro		P
UniProtKB	A0A024R4J1	FPR1	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R4J1	FPR1	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R4P3	FPRL1	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R4P3	FPRL1	enables	GO:0004982	N-formyl peptide receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR027347	9606	InterPro		F
UniProtKB	A0A024R4P3	FPRL1	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR000826|InterPro:IPR027347	9606	InterPro		P
UniProtKB	A0A024R4P3	FPRL1	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R4P3	FPRL1	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R517	C11orf11	involved_in	GO:0007216	G protein-coupled glutamate receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6WQJ1|ensembl:ENSMUSP00000046358	9606	Ensembl		P
UniProtKB	A0A024R517	C11orf11	involved_in	GO:0071926	endocannabinoid signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6WQJ1|ensembl:ENSMUSP00000046358	9606	Ensembl		P
UniProtKB	A0A024R5F0	MRGPRF	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR026228|InterPro:IPR026234	9606	InterPro		F
UniProtKB	A0A024R5F0	MRGPRF	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR026228|InterPro:IPR026234	9606	InterPro		P
UniProtKB	A0A024R5F0	MRGPRF	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R5F0	MRGPRF	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R5I9	P2RY6	enables	GO:0045028	G protein-coupled purinergic nucleotide receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR001973	9606	InterPro		F
UniProtKB	A0A024R5I9	P2RY6	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R5I9	P2RY6	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR001973	9606	InterPro		P
UniProtKB	A0A024R5I9	P2RY6	enables	GO:0045029	G protein-coupled UDP receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q9ERK9|ensembl:ENSMUSP00000055697	9606	Ensembl		F
UniProtKB	A0A024R5N1	P2RY2	involved_in	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000356	9606	InterPro		P
UniProtKB	A0A024R5N1	P2RY2	enables	GO:0045028	G protein-coupled purinergic nucleotide receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000356	9606	InterPro		F
UniProtKB	A0A024R5N1	P2RY2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R5N1	P2RY2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		P
UniProtKB	A0A024R5N1	P2RY2	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R5N1	P2RY2	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R5V3	GNB5	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P62881|ensembl:ENSMUSP00000149938	9606	Ensembl		P
UniProtKB	A0A024R638	EDNRB	enables	GO:0004962	endothelin receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000499|InterPro:IPR001112	9606	InterPro		F
UniProtKB	A0A024R638	EDNRB	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R638	EDNRB	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR000499|InterPro:IPR001112	9606	InterPro		P
UniProtKB	A0A024R638	EDNRB	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R638	EDNRB	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R638	EDNRB	involved_in	GO:0007200	phospholipase C-activating G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21451|ensembl:ENSRNOP00000014747	9606	Ensembl		P
UniProtKB	A0A024R638	EDNRB	enables	GO:0004962	endothelin receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P21451|ensembl:ENSRNOP00000014747	9606	Ensembl		F
UniProtKB	A0A024R638	EDNRB	enables	GO:0004962	endothelin receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48302|ensembl:ENSMUSP00000022718	9606	Ensembl		F
UniProtKB	A0A024R638	EDNRB	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P48302|ensembl:ENSMUSP00000022718	9606	Ensembl		P
UniProtKB	A0A024R638	EDNRB	involved_in	GO:0086100	endothelin receptor signaling pathway	ECO:0000366	IEA	GO_REF:0000108	GO:0004962	9606	GOC		P
UniProtKB	A0A024R638	EDNRB	involved_in	GO:0086100	endothelin receptor signaling pathway	ECO:0000366	IEA	GO_REF:0000108	GO:0004962	9606	GOC		P
UniProtKB	A0A024R638	EDNRB	involved_in	GO:0086100	endothelin receptor signaling pathway	ECO:0000366	IEA	GO_REF:0000108	GO:0004962	9606	GOC		P
UniProtKB	A0A024R645	EDNRB	enables	GO:0004962	endothelin receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000499|InterPro:IPR001112	9606	InterPro		F
UniProtKB	A0A024R645	EDNRB	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R645	EDNRB	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR000499|InterPro:IPR001112	9606	InterPro		P
UniProtKB	A0A024R645	EDNRB	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R645	EDNRB	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R645	EDNRB	involved_in	GO:0086100	endothelin receptor signaling pathway	ECO:0000366	IEA	GO_REF:0000108	GO:0004962	9606	GOC		P
UniProtKB	A0A024R6D5	GPR68	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R6D5	GPR68	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR005389	9606	InterPro		P
UniProtKB	A0A024R6D5	GPR68	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R6D5	GPR68	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R6U7	GPR56	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR003910	9606	InterPro		F
UniProtKB	A0A024R6U7	GPR56	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000832|InterPro:IPR003910	9606	InterPro		P
UniProtKB	A0A024R6U7	GPR56	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8K209|ensembl:ENSMUSP00000137520	9606	Ensembl		F
UniProtKB	A0A024R7B2	EDG5	enables	GO:0038036	sphingosine-1-phosphate receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004061|InterPro:IPR004063	9606	InterPro		F
UniProtKB	A0A024R7B2	EDG5	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R7B2	EDG5	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR004061|InterPro:IPR004063	9606	InterPro		P
UniProtKB	A0A024R7B2	EDG5	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R7B2	EDG5	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R7B2	EDG5	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P47752|ensembl:ENSRNOP00000028034	9606	Ensembl		F
UniProtKB	A0A024R7B2	EDG5	involved_in	GO:0003376	sphingosine-1-phosphate receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P52592|ensembl:ENSMUSP00000053394	9606	Ensembl		P
UniProtKB	A0A024R7M9	EDG4	enables	GO:0070915	lysophosphatidic acid receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR004065|InterPro:IPR004066	9606	InterPro		F
UniProtKB	A0A024R7M9	EDG4	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R7M9	EDG4	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR004065|InterPro:IPR004066	9606	InterPro		P
UniProtKB	A0A024R7M9	EDG4	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R7M9	EDG4	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R7V4	PENK	involved_in	GO:0007218	neuropeptide signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000703|InterPro:IPR006024	9606	InterPro		P
UniProtKB	A0A024R7V4	PENK	involved_in	GO:0007218	neuropeptide signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0527	9606	UniProt		P
UniProtKB	A0A024R849	GPR30	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R849	GPR30	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		P
UniProtKB	A0A024R849	GPR30	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R849	GPR30	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
UniProtKB	A0A024R849	GPR30	involved_in	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q8BMP4|ensembl:ENSMUSP00000080370	9606	Ensembl		P
UniProtKB	A0A024R8M0	GNA13	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000469|InterPro:IPR001019	9606	InterPro		P
UniProtKB	A0A024R8M0	GNA13	involved_in	GO:0007188	adenylate cyclase-modulating G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27601|ensembl:ENSMUSP00000020930	9606	Ensembl		P
UniProtKB	A0A024R8M0	GNA13	involved_in	GO:0007189	adenylate cyclase-activating G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:P27601|ensembl:ENSMUSP00000020930	9606	Ensembl		P
UniProtKB	A0A024R8M0	GNA13	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000265	IEA	GO_REF:0000107	UniProtKB:Q6Q7Y5|ensembl:ENSRNOP00000051938	9606	Ensembl		P
UniProtKB	A0A024R8N9	GPRC5C	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017978	9606	InterPro		F
UniProtKB	A0A024R8N9	GPRC5C	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR017978	9606	InterPro		P
UniProtKB	A0A024R909	RGS4	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR034952	9606	InterPro		P
UniProtKB	A0A024R9I1	SGNE1	involved_in	GO:0007218	neuropeptide signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR007945	9606	InterPro		P
UniProtKB	A0A024R9I2	CHRM5	enables	GO:0016907	G protein-coupled acetylcholine receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000502|InterPro:IPR000995	9606	InterPro		F
UniProtKB	A0A024R9I2	CHRM5	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276	9606	InterPro		F
UniProtKB	A0A024R9I2	CHRM5	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000256	IEA	GO_REF:0000002	InterPro:IPR000276|InterPro:IPR000502|InterPro:IPR000995	9606	InterPro		P
UniProtKB	A0A024R9I2	CHRM5	involved_in	GO:0007186	G protein-coupled receptor signaling pathway	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		P
UniProtKB	A0A024R9I2	CHRM5	enables	GO:0004930	G protein-coupled receptor activity	ECO:0000323	IEA	GO_REF:0000043	UniProtKB-KW:KW-0297	9606	UniProt		F
