"variable","coef","exp(coef)","se(coef)","z","Pr(>|z|)","exp(-coef)","lower .95","upper .95","C","se(C)","test","df","pvalue","formula","VariableName"
"Low NK_Res_Bulk & Low HPX_EGF_EMT",-0.666876230045254,0.513309536879536,0.316519561339908,-2.10690368463231,0.0351259291707751,1.94814225755303,0.276030704662944,0.954555693263264,0.710225959983365,0.0286966986022975,80.0804176970693,12,3.9840756691347e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--HPX_EGF_EMT"
"Low NK_Res_Bulk & Low Hypoxia",-0.66248417881584,0.515568976817968,0.310922598460957,-2.1307044971806,0.0331134943633996,1.93960467942017,0.280303797258922,0.948297427492897,0.708493138025045,0.0291300850229296,79.6676849253797,12,4.77565347446475e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--Hypoxia"
"Low NK_Res_Bulk & Low Hypoxia20",-0.782021872905115,0.457480108955282,0.321689448449396,-2.43098390909186,0.0150578832747284,2.18588738706834,0.243528425508264,0.859398855197028,0.713714708192782,0.0283394326449672,80.313163448297,12,3.59683527221092e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--Hypoxia20"
"Low NK_Res_Bulk & High KRAS_signaling",-0.840373768709575,0.431549193695709,0.421021728803504,-1.99603419780215,0.0459302005487097,2.31723292409883,0.189084515129995,0.984928387453521,0.707545862021164,0.0300540109285408,80.7973010729121,12,2.90732647565338e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--KRAS_signaling"
"Low NK_Res_Bulk & High Mes_Thiery",-0.772880946667055,0.461681071981748,0.385960496061853,-2.00248718341163,0.0452323601784425,2.16599739666073,0.21667654393583,0.983721672657569,0.707592070606719,0.0299841186783822,79.674295524856,12,4.76181637256471e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--Mes_Thiery"
"Low NK_Res_Bulk & Low Peroxisome",-1.09220754356997,0.335475099778716,0.458752626662816,-2.38082025058953,0.0172741386575907,2.98084716469155,0.136511534015857,0.824425154862494,0.716926204888868,0.0277643596943514,81.0635395686671,12,2.58603704471002e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--Peroxisome"
"Low NK_Res_Bulk & Low PID_NFAT_TF",-0.536756395276204,0.584641526214237,0.263951718099048,-2.03354006991076,0.0419979895801855,1.71044983149821,0.348508640249358,0.980766829567124,0.712189824869461,0.0285671917416748,79.4147045309417,12,5.3363857856674e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--PID_NFAT_TF"
"Low NK_Res_Bulk & Low ReactiveOx",-0.6459562759845,0.5241610597336,0.321326332135791,-2.01028117331984,0.044401438317048,1.90781055065067,0.279223061152166,0.983961766651233,0.710572524375029,0.0287986587151344,79.4170869261239,12,5.33081075642436e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--ReactiveOx"
"Low NK_Res_Bulk & Low TGFb_Signaling",-0.856995600942614,0.424435341811049,0.314081153314158,-2.7285801516572,0.00636076302955565,2.35607147070514,0.229332273828563,0.785521184484177,0.716972413474424,0.0284438816849823,80.864978391263,12,2.8220690322221e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--TGFb_Signaling"
"Low NK_Res_Bulk & Low TGFbEMT",-0.73987189432077,0.477175040438393,0.363264728116905,-2.03672924193914,0.0416771824651546,2.09566703044919,0.234134936460455,0.972499118070914,0.707730696363384,0.0285274284472461,79.4166603720998,12,5.33180850647496e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--TGFbEMT"
"Low NK_Res_Bulk & High TGFbEMT_Dir",-0.740575500373976,0.476839415279295,0.360470021448847,-2.0544718182038,0.0399300482724837,2.09714207332101,0.235255349786167,0.966506513754398,0.703271567857308,0.0307541509971627,81.2108671142577,12,2.42371472505526e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--TGFbEMT_Dir"
"Low NK_Res_Bulk & Low TP53_signaling",-0.710156049929991,0.491567482404216,0.319962845066594,-2.21949535978837,0.0264530425564345,2.034308687607,0.262561036848566,0.920313968353906,0.71191257335613,0.0288567020316543,79.8751291479219,12,4.35994991173744e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--TP53_signaling"
"Low NK_Res_Bulk & High WNT_signaling",-0.780283329169188,0.458276149908519,0.310084113916773,-2.5163602201776,0.011857392390187,2.18209042779036,0.24956471351305,0.841533350683384,0.706067187283397,0.0298287201795861,81.303019851752,12,2.32738556515764e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Res_Bulk--WNT_signaling"
"High All_Res_Bulk & Low OXPHOS",0.946896877855373,2.57769832291881,0.425721956520202,2.22421433368199,0.0261340271238715,0.387942992051788,1.11906909626311,5.93754993875395,0.728177995471559,0.0277782367665569,83.940447154422,12,7.2724498443389e-13,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","All_Res_Bulk--OXPHOS"
"Low All_Res_Bulk & High WNT_signaling",-0.664464665024036,0.51454891001754,0.312695862782371,-2.12495508930506,0.033590360512604,1.9434498461301,0.278778618505853,0.949716237992909,0.714107481170001,0.0285219057548073,82.1616735585144,12,1.59451179298195e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","All_Res_Bulk--WNT_signaling"
"Low CD8NK_Res_Bulk & High EMT",-0.718442011144912,0.487511201610862,0.363143813556519,-1.97839529223618,0.0478841304165226,2.05123491869673,0.23926326480038,0.993329134308832,0.706459960260616,0.0298427929640012,80.3736650514864,12,3.50246852409588e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Res_Bulk--EMT"
"Low CD8NK_Res_Bulk & Low Hypoxia20",-0.689405380380913,0.501874404726515,0.333710690086303,-2.06587742275389,0.038840055178105,1.99253038326377,0.260939600485108,0.965272874072515,0.709186266808373,0.0285869652348477,78.607472968649,12,7.6024609573816e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Res_Bulk--Hypoxia20"
"Low CD8NK_Res_Bulk & High Mes_Thiery",-0.891333843637825,0.410108367333636,0.424552538208004,-2.09946652868938,0.0357757953928749,2.43837990066286,0.178450945961566,0.942493591450531,0.707753800656162,0.0306745184667258,79.5212293574481,12,5.09269482115867e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Res_Bulk--Mes_Thiery"
"High CD8NK_Res_Bulk & Low OXPHOS",0.852193803421124,2.34478521140846,0.404967904335782,2.1043489972838,0.0353480149197369,0.426478295382681,1.06021455288934,5.18575949807179,0.720253223048843,0.0290901128962627,84.8322577453391,12,4.90221769507624e-13,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Res_Bulk--OXPHOS"
"Low CD8NK_Res_Bulk & Low TGFb_Signaling",-0.749405919590002,0.472647259829372,0.317738217174673,-2.35856399728593,0.018345796181119,2.1157427218789,0.253558330516212,0.881041580331475,0.713229518044453,0.0287676481989248,79.5359025557642,12,5.06000809750202e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Res_Bulk--TGFb_Signaling"
"Low CD8NK_Res_Bulk & High TGFbEMT_Dir",-0.946859503829835,0.387957491314026,0.394912671854718,-2.39764274816223,0.0165009500622015,2.57760198575613,0.178909691412154,0.841268093856025,0.710410794325586,0.0305026586225538,82.0282574101427,12,1.69107160512589e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Res_Bulk--TGFbEMT_Dir"
"High CD8NK_Res_Bulk & Low TP53_neg",0.82117724567588,2.27317434761706,0.320900892555407,2.55897463898171,0.0104981399771243,0.439913463324222,1.21194081465338,4.26367488592427,0.71845108821219,0.0290809120188402,85.1430288302518,12,4.27218231168868e-13,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Res_Bulk--TP53_neg"
"Low CD8NK_Res_Bulk & High WNT_signaling",-0.864253553781684,0.421365962296852,0.321873584029647,-2.6850713965458,0.00725143140318613,2.37323393315643,0.22422300012898,0.791842380488265,0.710664941546139,0.0295357470109603,83.1679161173821,12,1.02299050244636e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Res_Bulk--WNT_signaling"
"High CD8_Exh_Bulk & Low NK_Res_Bulk",-1.04592904297981,0.3513652342915,0.490337447555654,-2.13308008228577,0.0329181573853661,2.84604139056734,0.134394902362858,0.918617638750853,0.712397763504459,0.0291186485416563,80.2990412159551,12,3.61922439135196e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8_Exh_Bulk--NK_Res_Bulk"
"High NK_Exh_Bulk & Low NK_Res_Bulk",-1.22835632210967,0.292773407584787,0.54519957750237,-2.25303975424363,0.0242566424961123,3.41561075594067,0.10056732669636,0.85232720213006,0.723557136916039,0.0274886290548939,84.1543254075756,12,6.61641265705903e-13,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Exh_Bulk--NK_Res_Bulk"
"High NK_Exh_Bulk & Low DDR",0.906332343077118,2.47522757942722,0.409095096695467,2.21545638263124,0.0267287549996634,0.404003255422439,1.11017836022375,5.51870923580451,0.729471835867104,0.0252743501685975,81.1928323648867,12,2.4430264914302e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Exh_Bulk--DDR"
"Low NK_Exh_Bulk & Low DDR",1.06883017612925,2.91197101349876,0.43062130168163,2.48206526698827,0.0130623347641176,0.343410011763301,1.25210725239047,6.77224348574625,0.729471835867104,0.0252743501685975,81.1928323648867,12,2.4430264914302e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Exh_Bulk--DDR"
"Low NK_Exh_Bulk & Low DNA_Repair",0.83633235512816,2.30788692573114,0.422711249424662,1.97849561909332,0.0478728223212471,0.433296791472225,1.00786429276866,5.28478099698223,0.720414953098286,0.0269767925098024,78.6168422670588,12,7.57131644025854e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Exh_Bulk--DNA_Repair"
"High NK_Exh_Bulk & Low IFNg_Response",-1.23557039926679,0.290668917735965,0.616218909512028,-2.00508355098225,0.0449541156698887,3.44034032874602,0.0868704571291594,0.972579430682394,0.719421468508849,0.0278824028481052,80.3325413995535,12,3.56633822722429e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Exh_Bulk--IFNg_Response"
"Low NK_Exh_Bulk & High IL6_JAK_STAT3",0.694307220915297,2.00232142692483,0.327351866431507,2.12098140292891,0.0339233674653031,0.49942031611568,1.05412322224594,3.80343683936684,0.723418511159373,0.0276271528312248,80.1400912918849,12,3.88100072906204e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","NK_Exh_Bulk--IL6_JAK_STAT3"
"High All_Exh_Bulk & Low TP53_neg",0.667125943376391,1.94862879539066,0.330252827266964,2.0200461231392,0.0433786035362248,0.513181372648002,1.02004046302388,3.72255250636734,0.719375259923294,0.0286281113354322,80.7598313340515,12,2.95562815444024e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","All_Exh_Bulk--TP53_neg"
"High CD8NK_Exh_Bulk & Low NK_Res_Bulk",-1.44273204107824,0.236281345728269,0.609589504930421,-2.36672716542736,0.0179461570677081,4.232242697441,0.0715395013003899,0.780392277334168,0.723996118478813,0.0278769139410907,84.1457743060541,12,6.64147270134764e-13,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Exh_Bulk--NK_Res_Bulk"
"High CD8NK_Exh_Bulk & Low DDR",1.05615894670554,2.87530554954711,0.474943839258246,2.22375544096965,0.0261649028629676,0.347789124587997,1.13347272391426,7.29385174325715,0.727415553809898,0.0249741778566081,81.4878364502543,12,2.14553880081851e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Exh_Bulk--DDR"
"Low CD8NK_Exh_Bulk & Low DDR",1.29597452651223,3.65455570075637,0.514929252987193,2.51680113140602,0.0118425651936135,0.273631073619437,1.33206682006138,10.0263569130229,0.727415553809898,0.0249741778566081,81.4878364502543,12,2.14553880081851e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Exh_Bulk--DDR"
"Low CD8NK_Exh_Bulk & Low DNA_Repair",0.986456091813435,2.68171386451509,0.491177315616323,2.00835026466082,0.0446060840329224,0.372895860826979,1.02405091102817,7.02268722549344,0.719236634166628,0.0268288797795556,78.8792791564827,12,6.74874179091718e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Exh_Bulk--DNA_Repair"
"High CD8NK_Exh_Bulk & Low Hypoxia",-1.05266315310391,0.349007051154083,0.49300789029523,-2.1351852045888,0.0327458849622047,2.86527162329024,0.132796039931594,0.917240618154077,0.722471235155492,0.0281575461935803,80.0794671502276,12,3.98573943616715e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Exh_Bulk--Hypoxia"
"Low CD8NK_Exh_Bulk & High OXPHOS",0.942358109493444,2.56602525803211,0.455089828930265,2.07070791212485,0.0383861003862663,0.389707777376635,1.05169004309398,6.26086142784783,0.729564253038214,0.0268109737908809,80.5071934763001,12,3.30283718089255e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8NK_Exh_Bulk--OXPHOS"
"Low CD8_Res_Bulk & Low NK_Res_Bulk",-0.509399899144549,0.600856044869983,0.257816087391747,-1.97582666115992,0.0481744127232094,1.66429215206845,0.362507489189613,0.9959186980216,0.705374058500069,0.0293720328839178,78.6689684913036,12,7.40034947697326e-12,"Comb_2status + Age + Stage + CMS + MSI_TCGAbiolink_annot","CD8_Res_Bulk--NK_Res_Bulk"
