"variable","coef","exp(coef)","se(coef)","z","Pr(>|z|)","exp(-coef)","lower .95","upper .95","C","se(C)","test","df","pvalue","formula","VariableName"
"Low score",-0.211299465570345,0.809531603734982,0.255868361549361,-0.82581318100785,0.408910075791758,1.2352822241729,0.490273324157051,1.3366858549208,0.669821097414639,0.0242923506800103,40.4550694766673,10,1.40864701895368e-05,"Score_3status + Age + Stage + CMS + MMR","OXPHOS"
"Intermediate score",-0.374670223688511,0.687515967890551,0.240411691958448,-1.55845258870882,0.119125998627519,1.45451167202446,0.429184457591513,1.101340455703,0.676461765026726,0.0239735307917083,43.2721711238945,10,4.44557693403011e-06,"Score_3status + Age + Stage + CMS + MMR","Peroxisome"
"Low score",-0.488702891250919,0.613421552832363,0.242194203742424,-2.0178141495519,0.0436106206947106,1.63020030089044,0.381595242072035,0.986086722245439,0.676461765026726,0.0239735307917083,43.2721711238945,10,4.44557693403011e-06,"Score_3status + Age + Stage + CMS + MMR","Peroxisome"
"Intermediate score",-0.137404682715189,0.871617426244257,0.234002518554617,-0.587193178791016,0.557073973055353,1.147292343969,0.550988582547174,1.37882519129626,0.679134395112905,0.0241733507545766,41.8976962886601,10,7.81957433109189e-06,"Score_3status + Age + Stage + CMS + MMR","PID_NFAT_TF"
"Low score",-0.385996586156748,0.679772846314304,0.243875900411205,-1.58275822049621,0.11347658268383,1.47107964877084,0.42147931913789,1.09635538828199,0.679134395112905,0.0241733507545766,41.8976962886601,10,7.81957433109189e-06,"Score_3status + Age + Stage + CMS + MMR","PID_NFAT_TF"
"Intermediate score",-0.313499870612968,0.730884473570571,0.249584348652298,-1.25608786090073,0.209084116805216,1.36820528573377,0.448128075291619,1.19205232423544,0.672575542707538,0.0240267664651119,40.8265941101046,10,1.21102791763871e-05,"Score_3status + Age + Stage + CMS + MMR","ReactiveOx"
"Low score",-0.138242341634855,0.870887613842236,0.235550418203863,-0.586890665229935,0.557277139515194,1.14825378625853,0.548859561594216,1.38185665152821,0.672575542707538,0.0240267664651119,40.8265941101046,10,1.21102791763871e-05,"Score_3status + Age + Stage + CMS + MMR","ReactiveOx"
"Intermediate score",-0.245114095655991,0.782615240148489,0.232512972710448,-1.05419535434367,0.291793486547966,1.27776709256296,0.496172739331127,1.23442213882679,0.675466346678303,0.02408299619895,40.7964584624018,10,1.22598142063811e-05,"Score_3status + Age + Stage + CMS + MMR","TGFb_Signaling"
"Low score",-0.278564595101596,0.756869376116598,0.257570128593093,-1.08150971008626,0.279470443744745,1.32123194775151,0.456853380200015,1.25390612684605,0.675466346678303,0.02408299619895,40.7964584624018,10,1.22598142063811e-05,"Score_3status + Age + Stage + CMS + MMR","TGFb_Signaling"
"Intermediate score",-0.125600634033767,0.881967004063683,0.290553258039035,-0.432280934935835,0.665537241927443,1.133829265032,0.499037240686514,1.55873296186669,0.668552961710483,0.0241629234319142,39.632720633004,10,1.96627609982378e-05,"Score_3status + Age + Stage + CMS + MMR","TGFbEMT"
"Low score",-0.112027006210175,0.89402011307926,0.321379173752989,-0.348582034429768,0.727403117184542,1.11854306784633,0.476199396551219,1.67843967963593,0.668552961710483,0.0241629234319142,39.632720633004,10,1.96627609982378e-05,"Score_3status + Age + Stage + CMS + MMR","TGFbEMT"
"Intermediate score",-0.126142098555829,0.881489579487253,0.281180390305675,-0.448616272346369,0.653708493213255,1.1344433595933,0.508014373905764,1.52953128623237,0.668539325842697,0.0241546940412951,39.926248516564,10,1.74590013842967e-05,"Score_3status + Age + Stage + CMS + MMR","TGFbEMT_Dir"
"Low score",0.0658371586126626,1.06805277980786,0.309148812141338,0.212962676960126,0.831356074347378,0.936283317552803,0.582699665405254,1.95767529686489,0.668539325842697,0.0241546940412951,39.926248516564,10,1.74590013842967e-05,"Score_3status + Age + Stage + CMS + MMR","TGFbEMT_Dir"
"Intermediate score",0.232244498918074,1.26142810893535,0.26793689353263,0.866788055411228,0.386058147897963,0.792752272536562,0.746095133182627,2.1327050710338,0.675629977091742,0.0246578845415293,43.5541756703768,10,3.95741208028501e-06,"Score_3status + Age + Stage + CMS + MMR","TP53_neg"
"Low score",0.484797089808124,1.62384548061499,0.25222410454002,1.92208865481849,0.0545946033765814,0.615822140676386,0.990492414503054,2.66218509733535,0.675629977091742,0.0246578845415293,43.5541756703768,10,3.95741208028501e-06,"Score_3status + Age + Stage + CMS + MMR","TP53_neg"
"Intermediate score",0.115997614881258,1.12299319365795,0.222350938261483,0.5216870942314,0.601888211877695,0.890477347189149,0.726292671909704,1.73637124781408,0.669002945347442,0.0243347172606564,39.764976737445,10,1.86377693182835e-05,"Score_3status + Age + Stage + CMS + MMR","TP53_pos"
"Low score",0.131513707116269,1.14055354131523,0.23084728266254,0.569700044113231,0.568881160150734,0.876767257104697,0.725467755017821,1.79313604444728,0.669002945347442,0.0243347172606564,39.764976737445,10,1.86377693182835e-05,"Score_3status + Age + Stage + CMS + MMR","TP53_pos"
"Intermediate score",-0.465303226323908,0.627944666965177,0.234665432584535,-1.98283667602508,0.0473856758312905,1.59249700269443,0.396436650428177,0.994646948873476,0.68093432966074,0.0242800272937873,46.2815914664639,10,1.27520313022791e-06,"Score_3status + Age + Stage + CMS + MMR","TP53_signaling"
"Low score",-0.577295151593695,0.561414856783395,0.242106364392892,-2.38446912802695,0.0171037830209556,1.78121399517188,0.349303220888373,0.902329616702399,0.68093432966074,0.0242800272937873,46.2815914664639,10,1.27520313022791e-06,"Score_3status + Age + Stage + CMS + MMR","TP53_signaling"
"Intermediate score",0.132328711624588,1.14148347649258,0.233743788891778,0.566127178189345,0.571307328994473,0.876052978946906,0.721949060275606,1.80481504693445,0.667284826006327,0.0242063603176669,39.6009679889009,10,1.99170061100618e-05,"Score_3status + Age + Stage + CMS + MMR","WNT_signaling"
"Low score",0.084731438690846,1.08842471867611,0.230169837369058,0.368125726895251,0.712779488511348,0.918758994389926,0.693230202176267,1.70891049539694,0.667284826006327,0.0242063603176669,39.6009679889009,10,1.99170061100618e-05,"Score_3status + Age + Stage + CMS + MMR","WNT_signaling"
