"variable","coef","exp(coef)","se(coef)","z","Pr(>|z|)","exp(-coef)","lower .95","upper .95","C","se(C)","test","df","pvalue","formula","VariableName"
"High All_Res_Bulk & Low All_Exh_Bulk",0.564164603953345,1.75797856077638,0.285193369957503,1.97818274680583,0.0479080943681545,0.568835150957909,1.00520939214991,3.07447248730889,0.693927338237502,0.022303065819544,116.383348658365,10,2.73695929129646e-20,"Comb_2status + Age + Stage + CMS","All_Res_Bulk--All_Exh_Bulk"
"High All_Res_Bulk & Low CD8NK_Exh_Bulk",0.911258743909731,2.48745162819489,0.263538034264606,3.45778834714529,0.000544629072924982,0.402017867871339,1.48398893452021,4.16944861156248,0.699941825551719,0.0215507988049357,122.754123482921,10,1.39589556060926e-21,"Comb_2status + Age + Stage + CMS","All_Res_Bulk--CD8NK_Exh_Bulk"
"High All_Res_Bulk & Low MYC_pos",0.517295177977589,1.67748421163535,0.235494865054986,2.19663039301008,0.0280468537702087,0.596130796977886,1.05731610826726,2.66141152894889,0.69875957063504,0.0220585981921559,118.664176705115,10,9.44310889436545e-21,"Comb_2status + Age + Stage + CMS","All_Res_Bulk--MYC_pos"
"High CD8NK_Res_Bulk & Low CD8_Exh_Bulk",0.872769861107935,2.3935314298712,0.264102339516978,3.30466539109105,0.000950898521937196,0.417792717287949,1.42637860395378,4.01646006880718,0.699378847019967,0.0211919850616488,121.08628752671,10,3.04548737348764e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Res_Bulk--CD8_Exh_Bulk"
"High CD8NK_Res_Bulk & Low NK_Exh_Bulk",0.623804190690874,1.86601322675071,0.259169618758679,2.40693409080374,0.0160870728544051,0.535901881971811,1.12281741086833,3.10113232009451,0.70332907971776,0.0210126932024001,118.200917192867,10,1.17228697614027e-20,"Comb_2status + Age + Stage + CMS","CD8NK_Res_Bulk--NK_Exh_Bulk"
"High CD8NK_Res_Bulk & Low CD8NK_Exh_Bulk",0.881529612520226,2.4145902706402,0.255628257749461,3.44848265321358,0.000563745679551653,0.414148939536173,1.46302679050024,3.98505769882509,0.702822399039183,0.0209628268158419,123.015727093227,10,1.23504421048803e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Res_Bulk--CD8NK_Exh_Bulk"
"Low CD8_Exh_Bulk & High CD8_Res_Bulk",0.831559085378173,2.29689700866777,0.262404679031441,3.16899488396141,0.00152967087686118,0.435369977942552,1.37335323363843,3.84149957869902,0.698271655907521,0.0214591492361626,121.335601090938,10,2.71038703806498e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--CD8_Res_Bulk"
"Low CD8_Exh_Bulk & High CD4_Res_Bulk",0.628834618538205,1.87542372121221,0.257497327106592,2.44210153792352,0.0146020390401258,0.533212835419204,1.13218470257952,3.10657274035942,0.694555997597958,0.0216525801779661,117.009878928848,10,2.04352767591056e-20,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--CD4_Res_Bulk"
"Low CD8_Exh_Bulk & High NK_Res_Bulk",0.629047581643932,1.87582315980377,0.267898431224811,2.34808236378233,0.0188703480104935,0.533099292848378,1.10957416316498,3.17122788513687,0.696742230896262,0.0212730742713624,117.741181884604,10,1.45282384592244e-20,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--NK_Res_Bulk"
"Low CD8_Exh_Bulk & High All_Res_Bulk",0.866439168408492,2.37842658044944,0.264442671773663,3.2764726002696,0.00105112511103154,0.420446024367519,1.41643203154134,3.99377652624295,0.696685933043087,0.021881376803313,120.932946562059,10,3.27182913939874e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--All_Res_Bulk"
"Low CD8_Exh_Bulk & High CD8NK_Res_Bulk",0.872769861107935,2.3935314298712,0.264102339516978,3.30466539109105,0.000950898521937203,0.417792717287949,1.42637860395378,4.01646006880718,0.699378847019967,0.0211919850616488,121.08628752671,10,3.04548737348764e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--CD8NK_Res_Bulk"
"Low CD8_Exh_Bulk & High Antigen_Presentation",0.658787867527006,1.93244853057234,0.270373075227209,2.43658828444139,0.0148265497284871,0.517478206627229,1.13753811354217,3.28284149678539,0.698900315267978,0.0211776710321212,118.986387104943,10,8.12412475547687e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--Antigen_Presentation"
"Low CD8_Exh_Bulk & High DNA_Repair",0.603917720341442,1.82927135398324,0.266514405515373,2.26598528200986,0.0234522843981804,0.546665751815605,1.08497732067493,3.08415081379038,0.691741104939198,0.0218536726396221,116.440954493734,10,2.66442656571344e-20,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--DNA_Repair"
"Low CD8_Exh_Bulk & High Hypoxia_Buffa",0.535877982356041,1.70894800997322,0.25068714704918,2.13763644711674,0.0325462612290231,0.585155308507993,1.04554700973324,2.79327784748441,0.694452784867137,0.021639213526675,116.392323428562,10,2.72553063084652e-20,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--Hypoxia_Buffa"
"Low CD8_Exh_Bulk & High KRAS_signaling",0.566072304708112,1.76133545876398,0.249325438854997,2.2704153547578,0.0231823937206339,0.567751018140378,1.08047787932052,2.87123194067636,0.699022293949857,0.021405814552241,117.061076136548,10,1.99530687496635e-20,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--KRAS_signaling"
"High CD8_Exh_Bulk & Low MYC_pos",0.490526022776208,1.63317508133557,0.244966931990242,2.00241730094308,0.0452398692810611,0.612304223489759,1.01045392306958,2.63966598119862,0.696685933043087,0.0217148278836619,119.775364439281,10,5.61997728889767e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--MYC_pos"
"Low CD8_Exh_Bulk & High MYC_pos",0.790958917208032,2.20551031436505,0.279837084982818,2.8264978434027,0.00470600609385181,0.453409804291889,1.27441635000609,3.8168654590373,0.696685933043087,0.0217148278836619,119.775364439281,10,5.61997728889767e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--MYC_pos"
"Low CD8_Exh_Bulk & High OXPHOS",0.760068994393495,2.13842375465723,0.292007953688365,2.6029051085528,0.0092437534611414,0.467634161761493,1.20652451136075,3.79010630237835,0.697577315718361,0.0214408757671528,120.03478114355,10,4.97847823943713e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--OXPHOS"
"Low CD8_Exh_Bulk & High Peroxisome",0.686411132426363,1.98657317636737,0.277315245968518,2.47520157079386,0.0133160996800752,0.50337939316617,1.15359509768991,3.42102093963923,0.704276760246209,0.0205941472158487,118.671052409666,10,9.41284394648558e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--Peroxisome"
"Low CD8_Exh_Bulk & High PID_NFAT_TF",0.587364494272769,1.79924025324984,0.256029644881996,2.29412689512375,0.021783210909183,0.55579014430884,1.08932213831201,2.97181648573757,0.696094805584747,0.0214461148678867,116.968116928571,10,2.08372238341405e-20,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--PID_NFAT_TF"
"Low CD8_Exh_Bulk & High TP53_pos",0.556377619367159,1.74434237012885,0.270501538975765,2.05683716800224,0.0397018915212528,0.573281952628447,1.02655069776205,2.96403315575168,0.704511334634439,0.02130252223814,118.885034582741,10,8.51785733038222e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--TP53_pos"
"Low CD8_Exh_Bulk & Low TP53_pos",0.651118446319611,1.91768445714721,0.277475789396713,2.3465775076639,0.0189467250964822,0.52146222298095,1.11324134707598,3.30342893465402,0.704511334634439,0.02130252223814,118.885034582741,10,8.51785733038222e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--TP53_pos"
"High CD8_Exh_Bulk & Low TP53_signaling",-0.56819312857981,0.56654819416767,0.24846104421607,-2.28684995819985,0.0222045823388937,1.76507490500279,0.348133996187056,0.921992278347283,0.704811589851374,0.0213265211474888,119.090524025647,10,7.73850161829437e-21,"Comb_2status + Age + Stage + CMS","CD8_Exh_Bulk--TP53_signaling"
"Low NK_Exh_Bulk & High CD8_Res_Bulk",0.568120158857746,1.76494611267657,0.254467294128038,2.23258615927235,0.0255762476644947,0.566589536540287,1.07183638720389,2.90625959133406,0.703882675273983,0.0209986166604392,118.937336964434,10,8.31235065738779e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--CD8_Res_Bulk"
"Low NK_Exh_Bulk & High CD4_Res_Bulk",0.547808602788326,1.72945893073124,0.255846337503656,2.14116257490103,0.0322609299266714,0.578215522919175,1.04745037365341,2.85553212669504,0.699791697943252,0.0210327051885729,117.602360452855,10,1.55004474674513e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--CD4_Res_Bulk"
"Low NK_Exh_Bulk & High All_Res_Bulk",0.638907977893353,1.89441101063678,0.268184184085951,2.38234771401951,0.0172026455020212,0.527868553542592,1.11994170613828,3.20444631854686,0.701931016363909,0.0211990091558018,118.110442728393,10,1.22285028115833e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--All_Res_Bulk"
"Low NK_Exh_Bulk & High CD8NK_Res_Bulk",0.623804190690874,1.86601322675071,0.259169618758679,2.40693409080374,0.0160870728544051,0.535901881971811,1.12281741086833,3.10113232009451,0.70332907971776,0.0210126932024001,118.200917192867,10,1.17228697614027e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--CD8NK_Res_Bulk"
"Low NK_Exh_Bulk & High Antigen_Presentation",0.717191238860271,2.04867089475045,0.261018030907161,2.74766933291042,0.00600205069579145,0.488121348608221,1.22826830953646,3.41704854095076,0.706097057498874,0.020697907330661,121.117393409279,10,3.0015172623447e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--Antigen_Presentation"
"Low NK_Exh_Bulk & High DDR",0.677930493596642,1.96979700362757,0.283913342150161,2.38780780241771,0.016949203052456,0.507666525108123,1.12915613239728,3.43628318898859,0.703000675574238,0.0211917268978673,117.805644562162,10,1.40977309430952e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--DDR"
"Low NK_Exh_Bulk & Low DDR",0.650995690117541,1.91744906393477,0.291963799440454,2.22971372260934,0.0257664542826967,0.521526239632106,1.08194154977534,3.39816038449373,0.703000675574238,0.0211917268978673,117.805644562162,10,1.40977309430952e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--DDR"
"Low NK_Exh_Bulk & High DNA_Repair",0.674966753138948,1.96396767912386,0.269255845548757,2.50678588523615,0.0121834488889155,0.509173348741721,1.15862620036236,3.32908840093278,0.699350698093379,0.021154854655686,118.070620115622,10,1.24579073390351e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--DNA_Repair"
"Low NK_Exh_Bulk & High Epi_Thiery",0.702676482121999,2.01914969984515,0.312155379341734,2.25104716633039,0.0243825501810514,0.495257979176429,1.09511916193416,3.72285103950163,0.701292974027924,0.0212020733189812,117.946544230175,10,1.32005894208051e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--Epi_Thiery"
"Low NK_Exh_Bulk & High Glycolysis",0.49187433075455,1.63537858949776,0.250246402820055,1.96556004486603,0.0493494532767613,0.611479205134457,1.00140137497605,2.67072045018078,0.70227818645849,0.0210706888767494,117.473335177252,10,1.64622157961856e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--Glycolysis"
"Low NK_Exh_Bulk & High HPX_EGF_EMT",0.566882584755487,1.76276321210486,0.252591109367205,2.24426974558071,0.0248150509149292,0.567291167147703,1.07445451789373,2.89201086709711,0.702644122504128,0.0209369130053717,118.479906970643,10,1.02914365863496e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--HPX_EGF_EMT"
"Low NK_Exh_Bulk & High Hypoxia_Buffa",0.558434283008501,1.74793358735663,0.252115952878604,2.21498987522377,0.0267607594775284,0.572104116102193,1.06640811059584,2.86501180500429,0.702775484161537,0.0210712416633642,117.767383217048,10,1.4351693985034e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--Hypoxia_Buffa"
"Low NK_Exh_Bulk & High IL6_JAK_STAT3",0.586379179089765,1.79746830761626,0.269093574395511,2.17909023062703,0.0293249658623332,0.556338042658545,1.06073860729126,3.04588924611256,0.70320710103588,0.0213258338112895,118.961745249909,10,8.21814763959151e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--IL6_JAK_STAT3"
"Low NK_Exh_Bulk & High KRAS_signaling",0.676809670417303,1.96759044629861,0.236139737562387,2.86614052087906,0.00415509763028399,0.508235848512671,1.23860319553572,3.12562746351636,0.703469824350698,0.0211674152356259,120.461868804984,10,4.07774159748709e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--KRAS_signaling"
"Low NK_Exh_Bulk & High MYC_pos",0.897127168004429,2.4525472246838,0.285293721094795,3.1445738257462,0.00166328938193152,0.407739345418283,1.40208687205652,4.29002511126982,0.702381399189311,0.0209316779340073,120.397479346306,10,4.20231704900065e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--MYC_pos"
"Low NK_Exh_Bulk & Low MYC_pos",0.598567022045739,1.81950961421912,0.270492884364115,2.21287529782113,0.0269062441718336,0.549598634810826,1.07080500916449,3.09170690079135,0.702381399189311,0.0209316779340073,120.397479346306,10,4.20231704900065e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--MYC_pos"
"Low NK_Exh_Bulk & High OXPHOS",0.965150608015939,2.625183000306,0.305491772207768,3.15933421394907,0.00158130038278998,0.38092582493618,1.4425288755548,4.77743350714218,0.705036781264074,0.0208714642032547,122.579856548269,10,1.51449593696153e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--OXPHOS"
"Low NK_Exh_Bulk & High Peroxisome",0.791513746814053,2.20673433631425,0.288017942420273,2.74814041154105,0.00599343364286266,0.453158308883808,1.2548411021925,3.88071160767676,0.708508482209878,0.0202149081323244,120.377473042955,10,4.24179223134807e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--Peroxisome"
"Low NK_Exh_Bulk & High PID_NFAT_TF",0.617305142966076,1.85392524048207,0.242783541328348,2.54261528433352,0.0110026298391835,0.539396076046719,1.15195228935249,2.9836641925756,0.703657483861282,0.0210374470796751,118.760428446928,10,9.0281379151385e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--PID_NFAT_TF"
"Low NK_Exh_Bulk & High ReactiveOx",0.612096696323424,1.84429427275066,0.256739604598667,2.38411482046274,0.0171202597648218,0.542212820792724,1.11504673396646,3.05047426344302,0.704774057949257,0.020809389638954,118.530248507134,10,1.00523956006655e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--ReactiveOx"
"Low NK_Exh_Bulk & High TGFb_Signaling",0.498488544552589,1.64623118425568,0.232349630525907,2.14542430484738,0.0319189375556844,0.607448096940369,1.04403356246701,2.59577585380687,0.704595781414202,0.0209142493177453,118.810039479436,10,8.8214139973837e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--TGFb_Signaling"
"Low NK_Exh_Bulk & Low TGFbEMT",0.619172546032053,1.85739050067199,0.268471568110489,2.30628721838148,0.0210945888590059,0.53838974606482,1.09743752735373,3.1435953172709,0.70321648401141,0.0209933336562896,117.788176261177,10,1.42131166871835e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--TGFbEMT"
"Low NK_Exh_Bulk & Low TGFbEMT_Dir",0.533712818693139,1.70525186066826,0.263596194454704,2.02473643368494,0.0428944353628681,0.586423638094208,1.01722036102244,2.85865680607274,0.700767527398289,0.0212705874019647,116.921027949116,10,2.12999198759841e-20,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--TGFbEMT_Dir"
"Low NK_Exh_Bulk & High TP53_neg",0.769796926606295,2.15932770725222,0.265146015304222,2.90329434414863,0.00369259403842877,0.463107103494039,1.28417987621446,3.63087464121612,0.703141420207176,0.0211530064034875,120.081865264107,10,4.87014607361448e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--TP53_neg"
"Low NK_Exh_Bulk & Low TP53_pos",0.750656878999932,2.11839108629866,0.267824727727048,2.80279153224776,0.00506624050272338,0.472056366960665,1.25323731883371,3.58079090613568,0.70837712055247,0.0207993600784355,120.591637543151,10,3.83777151689988e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--TP53_pos"
"Low NK_Exh_Bulk & High TP53_signaling",0.536845149344569,1.71060164761654,0.242056400859409,2.21785149014249,0.0265649599998726,0.584589639202876,1.06441283813721,2.74908183365149,0.706322248911575,0.0207146782226177,121.92349791753,10,2.05885273141244e-21,"Comb_2status + Age + Stage + CMS","NK_Exh_Bulk--TP53_signaling"
"Low All_Exh_Bulk & High All_Res_Bulk",0.564164603953345,1.75797856077638,0.285193369957503,1.97818274680583,0.0479080943681546,0.568835150957909,1.00520939214991,3.07447248730889,0.693927338237502,0.022303065819544,116.383348658365,10,2.7369592912965e-20,"Comb_2status + Age + Stage + CMS","All_Exh_Bulk--All_Res_Bulk"
"High All_Exh_Bulk & Low TP53_signaling",-0.507541217672321,0.601973883399124,0.241410561152387,-2.10239856636571,0.0355183766783387,1.66120163611313,0.375049514516049,0.966199241084781,0.701583846269329,0.0216095108262693,116.596691155017,10,2.47780228908365e-20,"Comb_2status + Age + Stage + CMS","All_Exh_Bulk--TP53_signaling"
"Low CD8NK_Exh_Bulk & High CD8_Res_Bulk",0.743901203620139,2.10412815590166,0.263655048321119,2.82149425302907,0.00478004939640013,0.475256222961133,1.25501409622013,3.52773352091624,0.701386803783216,0.0212308590915596,120.758258795674,10,3.55022046335457e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--CD8_Res_Bulk"
"Low CD8NK_Exh_Bulk & High CD4_Res_Bulk",0.759440581164498,2.13708036302735,0.254914785450319,2.97919392875901,0.00289007801307033,0.46792812160953,1.29669248821586,3.52212457428598,0.697098783966371,0.0215589316145051,120.022990989453,10,5.00597999812687e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--CD4_Res_Bulk"
"Low CD8NK_Exh_Bulk & High NK_Res_Bulk",0.707648554504318,2.02921405792812,0.264747699504617,2.67291672724045,0.0075194913823842,0.492801632283697,1.20774211828914,3.40942791556044,0.699350698093379,0.0209738142208165,120.124741148534,10,4.77354588034875e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--NK_Res_Bulk"
"Low CD8NK_Exh_Bulk & High All_Res_Bulk",0.911258743909731,2.48745162819489,0.263538034264606,3.45778834714529,0.000544629072924982,0.40201786787134,1.48398893452021,4.16944861156248,0.699941825551719,0.0215507988049357,122.754123482921,10,1.39589556060926e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--All_Res_Bulk"
"Low CD8NK_Exh_Bulk & High CD8NK_Res_Bulk",0.881529612520226,2.4145902706402,0.255628257749461,3.44848265321358,0.000563745679551654,0.414148939536173,1.46302679050024,3.98505769882509,0.702822399039183,0.0209628268158419,123.015727093227,10,1.23504421048803e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--CD8NK_Res_Bulk"
"Low CD8NK_Exh_Bulk & High Antigen_Presentation",0.676157771643157,1.96630819449325,0.276223563249807,2.44786419988241,0.0143705807434935,0.50856727485577,1.14427304020987,3.37888579025,0.700823825251464,0.0209495770006389,119.999923976587,10,5.06022580798727e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--Antigen_Presentation"
"Low CD8NK_Exh_Bulk & High DDR",0.561463933652257,1.75323724553375,0.271675605723441,2.06667040331848,0.0387652218383896,0.570373463458769,1.02941381744038,2.98601086079243,0.698018315568233,0.021422830958737,117.127657723697,10,1.93429201624651e-20,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--DDR"
"Low CD8NK_Exh_Bulk & Low DDR",0.610809975163852,1.84192270638495,0.297426337620729,2.05365126723492,0.0400094563706379,0.542910946552502,1.02825692759569,3.299447020726,0.698018315568233,0.021422830958737,117.127657723697,10,1.93429201624651e-20,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--DDR"
"Low CD8NK_Exh_Bulk & High DNA_Repair",0.609472724202132,1.83946123964062,0.265955473288233,2.29163444792733,0.0219267459481006,0.543637440381931,1.09221699949349,3.09793534957736,0.695428614322174,0.0215039594268093,117.396176530365,10,1.70656085788393e-20,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--DNA_Repair"
"Low CD8NK_Exh_Bulk & High Hypoxia",0.507689807007574,1.66144849129953,0.247099194830832,2.05459919590246,0.0399177334052243,0.601884443145049,1.02365984061365,2.69660973276699,0.699707251163489,0.021201676450962,117.173554411464,10,1.89332110137646e-20,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--Hypoxia"
"Low CD8NK_Exh_Bulk & High Hypoxia_Buffa",0.521145427315375,1.68395539394876,0.250901990080633,2.07708765939996,0.0377934693563253,0.593839957752722,1.02982260896963,2.75358663143581,0.698027698543762,0.0213948285888822,117.159985580677,10,1.905342608644e-20,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--Hypoxia_Buffa"
"Low CD8NK_Exh_Bulk & High KRAS_signaling",0.642501907437718,1.90123163942528,0.248268223284473,2.5879345287839,0.00965533304470362,0.525974836134269,1.16871532332051,3.0928675911272,0.70192163338838,0.0213302132647142,119.296542779878,10,7.02863579326444e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--KRAS_signaling"
"High CD8NK_Exh_Bulk & Low MYC_pos",0.561528827984613,1.75335102438603,0.249410730223302,2.25142209191186,0.0243588162064198,0.570336450654638,1.07540010108294,2.85869399828001,0.698965996096682,0.02135809295444,122.38716312447,10,1.65738747218989e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--MYC_pos"
"Low CD8NK_Exh_Bulk & High MYC_pos",0.942464272300326,2.56629768893679,0.284545602389717,3.31217303794249,0.000925742670886774,0.389666407101156,1.4692692078462,4.4824214603235,0.698965996096682,0.02135809295444,122.38716312447,10,1.65738747218989e-21,"Comb_2status + Age + Stage + CMS","CD8NK_Exh_Bulk--MYC_pos"
